UMAP1,UMAP2,date
2.3119370681663938,1.2635600689064073,2/1/24
1.5177712158836227,1.2147557310397419,2/1/24
1.2860205439845154,0.7847703108891548,2/1/24
1.428037066540178,1.4726303054761407,2/1/24
0.11173312440807592,-1.4830964174963603,2/1/24
1.5072350241487675,1.6405545177454683,2/1/24
0.6612596988186018,0.3678236929506036,2/1/24
1.6611542262286032,1.5205187922633605,2/1/24
1.009952600502797,0.7389240646990853,2/1/24
1.1680490157222305,1.0288295266899619,2/1/24
0.6464366073210096,1.772645335027707,2/1/24
0.9328231489623914,1.0892423895768895,2/1/24
2.0205709348926377,0.46145785585025,2/1/24
2.058059858046802,0.45834248104856434,2/1/24
2.2138416057380312,0.8446652712404676,2/1/24
1.783484134938365,0.8938432314910134,2/1/24
1.350215276305038,1.1659780026872713,2/1/24
1.671420372329187,1.3657336370633542,2/1/24
1.888614998056716,0.12572220870365136,2/1/24
2.354116907208114,0.6547582135805234,2/1/24
1.9321622765857014,1.8673378747553027,2/1/24
1.7655689277116853,1.9431303570213976,2/1/24
2.1351749059919207,1.6939208211236807,2/1/24
1.062463354792496,1.9075841813297034,2/1/24
2.040185517450316,1.0620251661760236,2/1/24
1.1251806631389152,1.3245553851012979,2/1/24
1.1913049687269455,0.26475378988960985,2/1/24
1.6607002003431366,1.9320034541507278,2/1/24
1.8424382417644747,0.9584673628929814,2/1/24
1.586663975495397,-0.08366167019990589,6/1/23
-0.15337715418217418,-0.7451343145325626,6/1/23
-0.3200162210124108,-1.1120550205449338,6/1/23
0.41084313221416113,-0.9146080120889968,6/1/23
-0.9296572574468198,-1.589933118536987,6/1/23
-1.11447261231174,-0.6839832880154761,6/1/23
-1.2033525964015181,-1.2958397664546415,6/1/23
1.0205359558527967,-1.7224559060193256,6/1/23
0.934177676943437,-1.8971144027861901,6/1/23
0.18189326989227728,-1.5117878490914585,6/1/23
-1.116882822769543,-1.3515805520395299,6/1/23
-1.1071469049262066,-1.1476543042372114,6/1/23
-0.3664606668518331,-1.7999018804815616,6/1/23
-0.28355650235153795,-1.246464877046499,6/1/23
-0.4733748123202322,-1.5208927307806308,6/1/23
0.5327807660839302,-2.0969659253870385,6/1/23
0.6232037755303222,-2.23059734830857,6/1/23
-0.07303656359524718,-2.391289391849189,6/1/23
0.49904342631323384,-1.4160986369513147,6/1/23
0.6601658205515909,-1.7208725119167074,6/1/23
-0.6911439642815449,-0.6392473983667771,6/1/23
-0.017093684318205404,-1.9922624247861942,6/1/23
-1.0277759863711788,-1.7486824242643957,6/1/23
-0.08185523151317065,-0.5979582956087707,6/1/23
-0.8187750248510076,-1.0272579726014264,6/1/23
-0.7146038486053086,-0.8349942788022827,6/1/23
0.5812742987027372,-0.5280027318848259,6/1/23
0.5220094385645341,-0.16203011525520794,6/1/23
-0.19067607518024443,-2.0417489415410808,6/1/23
-0.26821771503198266,-1.6920672776506636,6/1/23
-0.05762082749918829,0.8718027249143714,8/1/23
-1.0458266547535504,1.0249091100771526,8/1/23
-0.5414415572158724,1.053779893446179,8/1/23
-1.6624350653095643,0.7848326290805241,8/1/23
-1.1558338482789208,1.4123896213481288,8/1/23
-0.8991586696757022,0.5893644964536626,8/1/23
-0.9880688586737605,1.4802159355638513,8/1/23
-1.845476202161394,-0.7255379156786084,8/1/23
-1.6954553077221273,-0.849039536914663,8/1/23
-1.42443385126779,0.004959196849462888,8/1/23
-1.7273051698302808,0.06094389906639275,8/1/23
-0.3568051491740035,1.2131469126938847,8/1/23
-1.3167033423594885,0.32977541495593665,8/1/23
-1.397950374532619,0.719850210290629,8/1/23
-2.18221021728384,0.8333066089621806,8/1/23
-1.9067558356585286,0.5321930239333734,8/1/23
-0.015476422210776997,1.5685454718178236,8/1/23
-1.5144926865603558,-1.1147624531935718,8/1/23
-1.431209554354425,-0.12669773928340117,8/1/23
-2.02833361529975,-0.6905740442632724,8/1/23
-2.3636596945907904,-0.4913936205527711,8/1/23
-0.24996004001025984,-2.628239222977184,8/1/23
-2.532183142014194,0.0783271497721012,8/1/23
-2.3784712879696532,0.727059444916323,8/1/23
-2.3925788112034403,-0.13916868349037453,8/1/23
-2.138450735345875,0.656248940324909,8/1/23
-0.2294623666429792,0.03336047075956616,8/1/23
-0.9550694891830848,0.42883352148763765,8/1/23
-1.0461868400959033,0.7120415342747568,8/1/23
-1.4600127596520593,1.05723276152137,8/1/23
