"","press","depth","tempc","cond","spcond","salinity","vel","rho","station","date","site"
"64",19.05,18.9935180067159,15.8186301604551,39977.5141742252,48969.6910664034,31.6599266441238,1505.68770633599,1023.30582102597,33,"2023-11-03 07:45:17","3"
"65",19.35,19.2926257959005,15.8228640556335,39991.69140625,48981.976560671,31.6689426252574,1505.71631401464,1023.31314336851,33,"2023-11-03 07:45:17","3"
"66",19.65,19.591732964128,15.8307608343172,39995.6304408045,48977.3269265034,31.6659914804317,1505.74254658848,1023.31045918128,33,"2023-11-03 07:45:17","3"
"67",19.95,19.8908403574095,15.8359909057617,40002.501953125,48979.4677022039,31.6677613609392,1505.7658957179,1023.3119927546,33,"2023-11-03 07:45:17","3"
"68",20.25,20.1899464280914,15.8409404754639,40018.4296875,48993.0315286716,31.6777447494013,1505.79784752869,1023.31989839198,33,"2023-11-03 07:45:17","3"
"69",20.55,20.4890506731364,15.8476619720459,40032.224609375,49001.8555245231,31.6844266890363,1505.83151818283,1023.32487407928,33,"2023-11-03 07:45:17","3"
"70",20.85,20.7881521002492,15.8507008552551,40055.818359375,49027.0883005207,31.7026979704637,1505.86706522397,1023.3395699768,33,"2023-11-03 07:45:17","3"
"71",21.15,21.0872494775392,15.8516988754272,40074.98828125,49049.3533738392,31.7187004722571,1505.89362165778,1023.35297561956,33,"2023-11-03 07:45:17","3"
"72",21.45,21.3863446773973,15.8533878326416,40078.01171875,49051.0259307405,31.7199052836453,1505.90525448296,1023.35485931883,33,"2023-11-03 07:45:17","3"
"73",21.75,21.6854392929961,15.8515400886536,40077.580078125,49052.7162392789,31.7208952790049,1505.90559969195,1023.35736305293,33,"2023-11-03 07:45:17","3"
"74",22.05,21.9845328522223,15.8530793190002,40085.185546875,49060.1763870366,31.7262621630743,1505.92156922844,1023.36247749163,33,"2023-11-03 07:45:17","3"
"75",22.35,22.2836268038715,15.8580946922302,40078.60546875,49046.101844259,31.7163306208041,1505.93073033162,1023.35506700365,33,"2023-11-03 07:45:17","3"
"76",22.65,22.5827220746898,15.861493396759,40079.15078125,49042.6896443644,31.7139803054867,1505.94359504437,1023.35383963891,33,"2023-11-03 07:45:17","3"
"77",22.95,22.8818171157835,15.8609053004872,40081.2869318182,49046.0094276721,31.716225941382,1505.94932175972,1023.35702834301,33,"2023-11-03 07:45:17","3"
"78",23.25,23.1809100775502,15.8612696877841,40096.7622575431,49064.5084745499,31.7294741038592,1505.97071980366,1023.36845803777,33,"2023-11-03 07:45:17","3"
"79",23.55,23.480002018068,15.8613551496023,40089.0451336596,49054.9627966142,31.722489566499,1505.96789542303,1023.36440618115,33,"2023-11-03 07:45:17","3"
"80",23.85,23.7790949588725,15.8633711133822,40086.1456301411,49048.9949041593,31.7182081900999,1505.97421554522,1023.36200223057,33,"2023-11-03 07:45:17","3"
"81",24.15,24.0781883258733,15.8650766912792,40086.228406079,49047.0490351895,31.7168058941517,1505.982889796,1023.36187898123,33,"2023-11-03 07:45:17","3"
"82",24.45,24.3772803898807,15.8665995525954,40100.1851587483,49062.2973256427,31.7277853730417,1506.00528379025,1023.3713081815,33,"2023-11-03 07:45:17","3"
"83",24.75,24.6763717037984,15.8679045701022,40094.1883494685,49053.3938199517,31.7213421501011,1506.00688990937,1023.36740128401,33,"2023-11-03 07:45:17","3"
"84",25.05,24.9754642539526,15.8616612316314,40078.4829908386,49041.6710711378,31.7123819849258,1505.98203613267,1023.36323769645,33,"2023-11-03 07:45:17","3"
"85",25.2415263068597,25.1664125356303,15.8683850363187,40071.5062346468,49025.0669301421,31.7007768983781,1505.99279824171,1023.35367991938,33,"2023-11-03 07:45:17","3"
"611",1.65,1.64501700729818,15.5844229055558,39710.0027672411,48922.7145839308,31.6171547388464,1504.61602034486,1023.24715575954,34,"2023-11-03 08:24:47","3"
"711",1.95,1.94415374901397,15.5847560406692,39566.672851204,48745.7320324348,31.4896595542828,1504.47457079982,1023.1503994395,34,"2023-11-03 08:24:47","3"
"810",2.25,2.2433234713574,15.6328137591086,39434.854267422,48525.8718497952,31.3345117888346,1504.45122839537,1023.02195314434,34,"2023-11-03 08:24:47","3"
"910",2.55,2.54250862641879,15.6870631443296,39533.456048034,48582.3416497237,31.37854129857,1504.67743702126,1023.04523446113,34,"2023-11-03 08:24:47","3"
"105",2.85,2.84169268390568,15.7076148774707,39534.0736561137,48558.5728556078,31.3626574568853,1504.72852460116,1023.02984834138,34,"2023-11-03 08:24:47","3"
"112",3.15,3.14088026539355,15.7317014244671,39549.4045641583,48548.6772968455,31.3569781279328,1504.80245153102,1023.0215238408,34,"2023-11-03 08:24:47","3"
"122",3.45,3.44005854904963,15.7585028007813,39686.9047299107,48685.4300363922,31.4570090251133,1505.00691467467,1023.09382694925,34,"2023-11-03 08:24:47","3"
"132",3.75,3.73922094688811,15.7773461256001,39762.3136160336,48755.3965546947,31.5084843032085,1505.13031057117,1023.13056172955,34,"2023-11-03 08:24:47","3"
"142",4.05,4.03837278492917,15.7859220569239,39823.8942739235,48820.6374473308,31.555909729392,1505.21687278009,1023.16644598683,34,"2023-11-03 08:24:47","3"
"152",4.35,4.33751706727824,15.7892295176576,39849.9784800082,48848.6531263813,31.5761921094125,1505.25560669029,1023.18263514994,34,"2023-11-03 08:24:47","3"
"162",4.65,4.63665486968956,15.791369129213,39892.8125599371,48898.5947414151,31.6121968496607,1505.30884085638,1023.21116359355,34,"2023-11-03 08:24:47","3"
"172",4.95,4.93578428815893,15.7947041240341,39938.1305629435,48950.1412260692,31.6494411681851,1505.3672429926,1023.24038031754,34,"2023-11-03 08:24:47","3"
"182",5.25,5.23489462982668,15.8019611114597,40095.0575923448,49133.7383058822,31.7821334690931,1505.5481127764,1023.34207691868,34,"2023-11-03 08:24:47","3"
"192",5.55,5.53398199553193,15.8075721475737,40182.4882096485,49234.107905679,31.8547665707331,1505.65448161495,1023.39798487284,34,"2023-11-03 08:24:47","3"
"202",5.85,5.83305968929551,15.8129801815571,40203.0545086491,49252.7797894264,31.8684752629369,1505.69217085232,1023.40865472569,34,"2023-11-03 08:24:47","3"
"212",6.15,6.13213628900759,15.8143282424342,40198.7712006653,49245.905704839,31.8634944450931,1505.69559937763,1023.40586160958,34,"2023-11-03 08:24:47","3"
"222",6.45,6.43121357039549,15.8205841727997,40202.4927535834,49242.9169844804,31.8616346031516,1505.71795639933,1023.40437887712,34,"2023-11-03 08:24:47","3"
"232",6.75,6.7302912774935,15.8265461146571,40206.500734133,49240.6345386372,31.8602648067243,1505.73995855418,1023.40333753912,34,"2023-11-03 08:24:47","3"
