PCA1,PCA2,date
-0.26597274573479757,-0.09709622992486278,2/1/24
-0.2758608393918399,-0.07360500546473998,2/1/24
-0.38951831194363695,-0.16887326219139667,2/1/24
-0.2306167969982797,-0.05063828255144633,2/1/24
0.1497172542247463,0.9112261066481043,2/1/24
-0.18805679486702429,0.011766718994729253,2/1/24
-0.2630380914532044,-0.129230049751288,2/1/24
-0.3405269647276784,-0.12229214525745155,2/1/24
-0.42873607602342595,-0.21260593056833973,2/1/24
-0.4733306941857613,-0.25014734453103754,2/1/24
-0.30199814751896475,-0.17009784548252066,2/1/24
-0.4749465754560763,-0.22175079722971,2/1/24
-0.18094136955563828,-0.0194564098586406,2/1/24
-0.24527208430510125,-0.05268647391924868,2/1/24
-0.343909603651706,-0.12050197968363233,2/1/24
-0.28145535534290106,-0.08577691703266128,2/1/24
-0.47036930417362977,-0.21429449297621644,2/1/24
-0.3689540969915932,-0.13671882239934616,2/1/24
-0.2967150325172269,-0.09374382302765731,2/1/24
-0.330769380042076,-0.08105568288753,2/1/24
-0.2863076447201515,-0.09243304128731793,2/1/24
-0.3532956591930693,-0.07270373079789776,2/1/24
-0.22746704781883445,-0.032909138551339936,2/1/24
-0.595661737278865,-0.26219347312552127,2/1/24
-0.2976599968862402,-0.014842871295971184,2/1/24
-0.3570338755584358,-0.07200775469721887,2/1/24
-0.3309838532266342,-0.06383728276939928,2/1/24
-0.340840079219211,-0.10435944949944448,2/1/24
-0.35901755626019316,-0.08252856161335152,2/1/24
-0.16033134250152128,0.005778770410076782,6/1/23
-0.08997392597676099,0.09171213434831307,6/1/23
0.3979388545410443,-0.1748534175986085,6/1/23
0.09382936235107688,-0.018115588476230626,6/1/23
0.023480194230505857,0.2065678864851704,6/1/23
-0.019348185319402376,0.16647391337679937,6/1/23
0.05282121376335973,0.17500586009413222,6/1/23
0.02277800527773037,0.13054003997511593,6/1/23
0.021696806752572365,0.15134291277435463,6/1/23
0.023212308490257228,0.16441614873960023,6/1/23
0.02866843150583649,0.1405995328213725,6/1/23
0.06288497628736901,0.16185555008588168,6/1/23
0.17971512163459133,0.8030147650289118,6/1/23
0.09166083481250187,0.6545726812876677,6/1/23
0.09630163499355367,0.611550170719501,6/1/23
0.02632610437689816,0.22550364003831275,6/1/23
0.1657013086541878,0.1575174939100198,6/1/23
0.2533073656758416,0.11010644923973649,6/1/23
0.21096082320841505,0.010747610389247994,6/1/23
0.0465137858025504,0.15679498521791702,6/1/23
0.1184832268213387,0.3177644040557572,6/1/23
0.21365326410508217,0.20723849959172302,6/1/23
0.44873917951056147,-0.13433913850327206,6/1/23
0.13505417832087874,0.018209258395609367,6/1/23
0.12452129646901854,0.13958740209487536,6/1/23
0.15377151268135447,0.17253254681323388,6/1/23
-0.17084263831924387,-0.1723453895245006,6/1/23
0.14725992767461754,0.05694747667522291,6/1/23
0.0828064831342614,0.3310726919269866,6/1/23
-0.05271440725920202,0.1028306986913007,6/1/23
-0.2425249090228976,-0.10096263190093378,8/1/23
0.24416710840895484,-0.05916633582323596,8/1/23
0.08591835845642445,-0.06898303766451883,8/1/23
0.1186825167382953,0.01611213321058854,8/1/23
0.08072364856283282,0.014247056747146063,8/1/23
0.28332867783081866,-0.03510290523121883,8/1/23
0.03570724206302082,0.09807712157798491,8/1/23
0.04469731935509807,0.17544089600297919,8/1/23
0.014270754007336123,0.2597581407926558,8/1/23
0.07662112631574255,0.09889390744329699,8/1/23
0.1717761374565121,0.02712677378615692,8/1/23
-0.17849741260844568,-0.12856000017431007,8/1/23
0.13591601403609885,0.03593596516954859,8/1/23
0.3015587716850538,-0.07752295813299377,8/1/23
0.7216088245395186,-0.4197420052048622,8/1/23
0.3315917793503236,-0.11322684960691054,8/1/23
-0.055956425184276154,-0.11140245167209965,8/1/23
-0.11791506969519396,-0.020500135842109853,8/1/23
0.13228317363557326,0.2410465371904737,8/1/23
0.36039582779839224,-0.11731778147987967,8/1/23
0.5397101156114655,-0.27143943493069494,8/1/23
0.7721797623169304,-0.46656128932289315,8/1/23
0.676634798869311,-0.4004736957466096,8/1/23
0.4920179757434579,-0.365243071963718,8/1/23
0.648012019139164,-0.4157074777266565,8/1/23
0.46070513577281264,-0.3909496210417581,8/1/23
0.06568465860244604,0.011660396520493003,8/1/23
0.1816713283700876,-0.07448869274666256,8/1/23
0.029779142795354242,-0.04060686342747007,8/1/23
0.009914358167962123,-0.09557770515366279,8/1/23
